"","salary","age","elevel","car","zipcode","credit","brand"
"3912",29321.88485,75,2,10,3,561.73,"Belkin"
"3913",30848.55231,72,2,20,6,513.52,"Belkin"
"3914",117162.5333,58,4,1,4,753.81,"Belkin"
"3915",67160.15551,71,2,8,5,607.82,"Belkin"
"3916",50674.69282,37,2,4,3,542.43,"Elago"
"3919",20000,63,1,7,0,505.13,"Belkin"
"3920",97133.71778,56,3,10,4,643.68,"Belkin"
"3923",58468.26344,33,2,4,3,568.32,"Elago"
"3925",67556.57465,77,2,4,7,659.82,"Belkin"
"3926",29321.15946,20,2,15,6,612.41,"Elago"
"3927",111305.9323,79,3,13,6,733.77,"Belkin"
"3929",96531.99452,63,2,9,3,673.59,"Belkin"
"3932",105533.256,43,3,4,3,597.6,"Belkin"
"3935",118019.9111,66,3,5,7,767.42,"Elago"
"3936",33165.75395,25,2,15,7,619.01,"Elago"
"3938",31135.10648,46,2,10,0,540.08,"Elago"
"3939",125879.9263,50,2,10,2,667.66,"Belkin"
"3940",72599.69893,33,3,4,5,663.78,"Belkin"
"3943",138729.4511,69,2,1,6,687.91,"Belkin"
"3944",27572.84789,46,2,4,4,577.17,"Elago"
"3947",149735.1894,45,3,1,6,829.42,"Elago"
"3948",39661.98974,32,2,20,5,522.35,"Elago"
"3949",33003.28258,20,1,15,4,520.67,"Elago"
"3951",94851.51508,24,2,12,5,647.91,"Belkin"
"3952",136995.6393,30,3,5,1,741.25,"Elago"
"3953",116753.9995,61,2,13,2,761.28,"Belkin"
"3956",73812.99291,74,2,4,0,542.66,"Belkin"
"3957",50870.27645,23,2,16,2,541.45,"Elago"
"3958",126212.6028,80,3,19,0,684.28,"Belkin"
"3959",72776.66085,34,2,19,1,557.04,"Belkin"
"3960",29237.67709,27,2,15,6,615.23,"Elago"
"3962",95624.08598,31,3,5,3,708.33,"Belkin"
"3963",132123.2197,58,3,12,8,714.28,"Belkin"
"3965",119317.5973,62,3,8,3,679.13,"Belkin"
"3966",96084.55209,39,3,19,8,630.44,"Belkin"
"3967",32454.18561,61,1,15,6,546.46,"Belkin"
"3969",130036.6594,78,3,13,7,744.02,"Belkin"
"3970",129739.5254,20,3,14,4,657.69,"Elago"
"3971",143484.9055,72,3,4,6,674.21,"Belkin"
"3972",103821.6331,25,2,16,5,712.32,"Elago"
"3973",73798.02263,42,2,3,5,702.41,"Belkin"
"3976",45013.71449,56,2,18,7,613.85,"Belkin"
"3977",84106.42648,71,2,12,8,682.98,"Belkin"
"3978",134444.3304,40,3,3,1,730.38,"Elago"
"3979",49347.33526,34,1,3,6,514.94,"Belkin"
"3980",77631.12558,69,2,16,8,706.38,"Belkin"
"3984",34587.29317,22,2,20,4,509.75,"Elago"
"3985",103822.7565,51,3,17,7,735.67,"Belkin"
"3986",24687.697,42,2,12,6,603.31,"Elago"
"3988",148231.7397,37,4,1,5,781.25,"Elago"
"3989",45175.08584,29,2,20,8,526,"Elago"
"3990",78355.02413,63,2,2,2,615.05,"Belkin"
"3992",28394.70793,68,2,15,3,472.36,"Elago"
"3994",94582.00635,77,2,9,4,667.57,"Elago"
"3995",107514.9674,31,3,9,8,732.31,"Elago"
"3996",93937.7311,54,2,19,6,663.26,"Belkin"
"3999",93995.89544,34,2,8,2,730,"Belkin"
"4000",82071.85363,37,3,14,2,569.76,"Elago"
"4001",55586.89228,31,1,10,5,534.99,"Elago"
"4003",79821.98582,66,2,13,3,554.43,"Elago"
"4004",27017.23663,26,2,16,6,474.41,"Elago"
"4005",123982.5245,48,3,8,6,687.2,"Belkin"
"4007",37643.75901,75,2,20,7,496.62,"Belkin"
"4009",116039.3695,28,3,12,2,667.5,"Elago"
"4010",122232.7689,41,2,3,8,696.56,"Belkin"
"4011",92990.07929,32,2,9,2,741.45,"Belkin"
"4013",54516.13165,49,2,4,4,535.24,"Elago"
"4014",47140.43008,30,1,20,3,493.83,"Elago"
"4015",143820.9877,33,4,11,7,748.27,"Elago"
"4019",79709.96449,67,2,16,8,708.54,"Belkin"
"4020",113351.929,80,3,13,7,768.51,"Belkin"
"4022",147341.8028,42,3,6,0,688.12,"Elago"
"4023",28883.55132,53,2,18,4,472.28,"Elago"
"4024",134258.3642,23,3,2,8,798.04,"Elago"
"4025",34195.95595,38,1,20,3,593.21,"Elago"
"4026",79906.9017,77,2,15,5,669.9,"Belkin"
"4027",135460.4402,68,3,5,8,756.88,"Belkin"
"4028",48480.18413,22,2,20,5,518.18,"Elago"
"4029",81842.6985,48,3,15,6,608.75,"Belkin"
"4031",32115.80542,35,1,15,2,452.78,"Elago"
"4032",26393.6841,31,2,15,6,591.14,"Elago"
"4033",142437.2244,69,3,5,0,716.34,"Belkin"
"4034",23415.42559,69,2,7,5,491.37,"Elago"
"4035",46112.48149,49,2,3,5,531.19,"Elago"
"4036",70955.88401,63,3,7,3,603.71,"Belkin"
"4037",20000,40,2,20,3,514.78,"Elago"
"4038",134880.7715,79,3,12,5,675.99,"Elago"
"4039",38706.15472,80,1,10,7,514.65,"Belkin"
"4040",43650.34762,30,1,3,0,512.91,"Elago"
"4041",131792.3825,55,3,2,1,728.53,"Elago"
"4043",51410.89278,65,2,3,4,608.12,"Belkin"
"4045",125058.2167,39,4,13,7,637.89,"Belkin"
"4046",54822.54741,42,1,20,1,497.09,"Elago"
"4047",65696.19832,79,1,3,0,601.24,"Belkin"
"4048",139824.6238,26,3,4,2,798.12,"Elago"
"4049",67715.02005,38,3,20,8,671.5,"Belkin"
"4051",77069.90614,33,3,18,2,594.98,"Belkin"
"4052",52894.51486,33,3,20,0,505.63,"Elago"
"4053",149025.2056,22,3,5,2,728.5,"Elago"
"4054",70993.82718,55,1,7,3,590.29,"Elago"
"4055",50756.89422,62,2,10,8,633.49,"Belkin"
"4056",46419.72191,26,2,1,6,564.9,"Belkin"
"4057",114678.5585,67,2,20,6,611.82,"Elago"
"4059",136060.6514,77,4,10,6,768.32,"Belkin"
"4060",56763.33932,26,2,19,4,551.56,"Elago"
"4061",49840.35774,22,2,19,6,602.91,"Elago"
"4063",94928.85818,20,2,19,8,686.6,"Elago"
"4065",90565.3674,31,3,19,8,573.06,"Belkin"
"4066",113899.1329,69,3,5,0,715.99,"Elago"
"4067",129071.1088,32,4,13,1,645.63,"Belkin"
"4068",129378.6676,45,3,1,7,636.91,"Elago"
"4071",126337.3942,38,2,19,7,796.23,"Elago"
"4073",23614.73194,48,1,20,5,442.4,"Elago"
"4074",92175.94187,37,2,19,3,735.6,"Belkin"
"4075",65149.72475,57,3,20,7,575.6,"Belkin"
"4076",110830.9248,43,2,7,6,645.27,"Belkin"
"4077",127725.4728,68,3,14,4,721.04,"Elago"
"4078",30284.09299,22,2,8,7,543.98,"Elago"
"4079",131347.7386,54,4,7,5,806.05,"Elago"
"4080",130818.3193,44,3,17,1,662.59,"Elago"
"4081",78037.8847,57,3,10,1,629.87,"Belkin"
"4083",124716.4367,43,3,5,7,778.86,"Elago"
"4084",21111.08983,51,1,6,6,581.26,"Elago"
"4085",130167.2988,62,4,12,3,756.62,"Elago"
"4087",92997.69815,58,2,8,0,704.96,"Belkin"
"4088",78533.13479,61,3,7,2,553.97,"Belkin"
"4091",133502.7806,70,4,3,0,668.43,"Belkin"
"4093",63183.36632,24,1,8,5,597.81,"Elago"
"4095",52835.15074,57,2,6,8,659.97,"Elago"
"4096",71442.07022,74,3,8,0,644.53,"Belkin"
"4097",142512.3429,80,3,20,0,795.07,"Elago"
"4098",89459.47656,25,2,13,3,703.54,"Elago"
"4099",97093.27534,53,3,4,7,668,"Belkin"
"4100",55425.99674,64,1,3,1,552.2,"Belkin"
"4102",109595.3646,52,2,19,5,633.27,"Belkin"
"4103",62712.81344,59,1,8,4,650.85,"Elago"
"4104",65671.95252,28,3,1,7,609.94,"Belkin"
"4107",37470.55903,78,1,10,8,596.46,"Belkin"
"4108",95574.06751,72,3,10,4,588.84,"Belkin"
"4109",125634.7184,25,3,6,6,780.51,"Elago"
"4110",54648.64863,32,2,10,3,593.89,"Belkin"
"4113",52322.4038,34,2,10,7,602.96,"Elago"
"4114",81636.4939,37,2,20,5,649.03,"Belkin"
"4115",106127.6563,59,2,8,3,601.18,"Belkin"
"4116",106753.3334,63,2,1,6,743.1,"Belkin"
"4117",21536.63117,47,1,20,1,518.41,"Elago"
"4118",77855.71951,77,2,15,2,533.69,"Elago"
"4119",52402.84727,31,3,8,3,651.1,"Belkin"
"4121",81345.82168,55,3,3,1,582.11,"Belkin"
"4123",125343.8945,21,2,10,7,656.79,"Elago"
"4124",20000,32,1,10,8,574.91,"Elago"
"4126",106992.726,69,2,14,4,635.52,"Belkin"
"4127",58387.0908,37,2,10,3,666.69,"Elago"
"4129",43836.26856,52,1,4,0,541.91,"Elago"
"4131",150000,49,4,1,6,839.69,"Elago"
"4132",33402.51314,64,2,15,8,530.21,"Belkin"
"4135",137047.7626,24,3,3,8,780.35,"Elago"
"4137",107690.9173,51,3,8,1,611.06,"Belkin"
"4139",132347.5865,37,2,12,4,679.87,"Elago"
"4140",63091.71883,51,1,12,8,598.97,"Elago"
"4141",67130.49174,39,2,5,7,597.92,"Belkin"
"4142",71161.18136,48,2,8,5,665.83,"Elago"
"4143",140275.9457,80,2,10,2,769.68,"Elago"
"4144",49543.74861,68,1,20,7,483.43,"Belkin"
"4148",41358.23175,23,2,3,7,582.69,"Belkin"
"4150",116638.3356,22,4,1,2,704.02,"Elago"
"4151",117996.0549,51,2,4,2,615.79,"Belkin"
"4152",96591.09454,63,2,19,3,743.04,"Belkin"
"4153",104513.4518,57,2,2,0,587.65,"Belkin"
"4154",65621.30954,75,1,6,0,598.73,"Belkin"
"4155",84735.72365,76,2,4,1,545.35,"Elago"
"4158",50388.49414,41,1,3,5,646.61,"Elago"
"4159",146763.6328,34,3,11,0,722.92,"Elago"
"4160",133196.9164,59,2,14,3,808.1,"Belkin"
"4161",93732.03462,30,2,20,3,713.22,"Belkin"
"4165",139397.1095,39,2,13,6,680.56,"Elago"
"4168",40521.23901,35,1,6,1,467.05,"Elago"
"4169",116840.815,54,4,16,8,758.47,"Belkin"
"4170",32045.27552,41,2,18,7,512.81,"Elago"
"4171",78199.49522,46,2,7,1,603.51,"Belkin"
"4174",32979.78812,54,2,15,8,476.63,"Elago"
"4175",69170.964,79,2,15,1,647.03,"Belkin"
"4177",60430.07719,55,2,16,6,624.78,"Elago"
"4178",89483.20485,48,3,2,0,609.43,"Elago"
"4179",89632.02699,78,2,5,0,560.9,"Belkin"
"4180",61784.70847,78,2,7,0,648.38,"Elago"
"4181",61786.79653,50,1,12,6,601.19,"Elago"
"4182",140589.2649,67,4,5,5,765.23,"Elago"
"4183",90146.06857,64,2,12,7,628.75,"Belkin"
"4184",113031.068,68,2,8,8,741.23,"Belkin"
"4186",126912.1598,20,3,3,4,745.8,"Elago"
"4188",97742.36859,50,2,5,7,664.59,"Belkin"
"4190",100602.7175,73,3,6,6,707.6,"Elago"
"4191",54110.66587,27,2,5,3,627.5,"Elago"
"4193",110882.1731,80,2,3,5,602.77,"Belkin"
"4195",25607.30273,68,1,12,5,530.6,"Belkin"
"4197",124334.7695,33,3,8,7,722.31,"Elago"
"4198",56404.80688,80,2,1,3,631.84,"Belkin"
"4201",114634.7007,57,3,5,0,622.67,"Belkin"
"4202",108151.3339,41,3,13,7,688.15,"Belkin"
"4203",142331.861,80,3,11,7,790.73,"Belkin"
"4204",46472.46002,26,2,15,3,507.37,"Elago"
"4205",124792.0688,32,4,8,8,696.19,"Elago"
"4206",103212.3669,58,3,13,7,733.27,"Belkin"
"4208",85247.96192,58,2,3,6,641.4,"Belkin"
"4209",136940.9061,69,3,13,6,752.99,"Elago"
"4210",35152.8187,67,2,12,5,475.86,"Elago"
"4211",64468.29011,61,2,3,7,676.31,"Belkin"
"4212",122134.6915,80,3,13,3,663.34,"Elago"
"4213",62246.68916,25,2,15,8,602.56,"Elago"
"4214",41769.34739,55,2,20,3,502.78,"Elago"
"4216",137327.0315,60,3,14,6,779.8,"Elago"
"4217",109285.4206,38,3,5,7,624.59,"Elago"
"4219",81841.9311,71,3,18,4,645.68,"Belkin"
"4221",98520.95033,56,2,14,7,605.92,"Belkin"
"4222",143773.5183,33,4,1,0,817.82,"Elago"
"4223",64203.70811,37,2,15,6,674.62,"Belkin"
"4224",52003.86725,76,1,8,1,627.1,"Belkin"
"4225",20000,21,1,18,3,575.48,"Elago"
"4230",59742.60873,25,1,17,5,657.12,"Elago"
"4231",72097.68676,36,3,20,7,587.75,"Belkin"
"4232",101365.4951,28,3,3,7,681.39,"Elago"
"4234",113236.1157,40,2,8,1,744.73,"Elago"
"4235",49801.66269,33,2,12,4,620.65,"Belkin"
"4236",50876.06543,34,1,3,4,559.71,"Elago"
"4237",34888.86355,42,2,18,7,508.1,"Elago"
"4238",54030.56799,77,2,5,6,594.45,"Elago"
"4239",135050.2926,54,4,12,1,764.47,"Elago"
"4240",43300.56611,25,1,7,1,540.62,"Elago"
"4241",134370.7116,67,3,5,5,799.18,"Elago"
"4243",44743.19526,77,2,8,5,501.83,"Belkin"
"4244",74862.2966,60,3,19,5,703.98,"Belkin"
"4245",70405.46907,34,2,1,0,556.59,"Belkin"
"4246",72484.8503,26,3,8,3,636.52,"Elago"
"4249",146200.7496,34,3,11,3,707.68,"Elago"
"4252",116930.9179,33,2,7,8,625.22,"Elago"
"4253",63922.48979,34,3,3,3,646.67,"Belkin"
"4254",78712.18762,72,2,3,0,672.22,"Elago"
"4256",132530.6515,25,3,5,4,688.16,"Elago"
"4258",123877.0592,69,2,6,3,641.05,"Elago"
"4260",81215.68932,64,3,9,3,600.63,"Elago"
"4261",36711.49575,48,2,8,3,565.04,"Elago"
"4266",96044.5822,54,3,5,1,705.16,"Belkin"
"4268",149322.6359,73,3,11,0,679.37,"Elago"
"4269",143455.0533,26,4,2,2,674.6,"Elago"
"4270",148424.3766,29,4,11,0,775.04,"Elago"
"4271",32249.08054,26,2,4,7,557.09,"Elago"
"4272",135262.1029,29,3,16,4,743.26,"Elago"
"4273",133292.6651,25,3,13,8,734.91,"Elago"
"4274",131218.3936,52,3,13,6,680.8,"Elago"
"4275",82457.10299,56,2,19,4,544.4,"Belkin"
"4276",102546.2424,70,2,17,0,684.25,"Elago"
"4277",120631.19,77,2,14,1,697.71,"Elago"
"4278",30781.07274,58,2,20,5,443.56,"Belkin"
"4279",76649.99849,70,3,15,2,652.76,"Belkin"
"4280",46202.25297,26,2,12,1,526.96,"Elago"
"4282",115423.508,43,2,3,6,747.36,"Belkin"
"4283",79456.27515,46,2,20,4,662.89,"Belkin"
"4285",38940.3479,46,1,7,6,518.4,"Elago"
"4286",90760.60077,72,3,14,1,575.08,"Belkin"
"4288",150000,76,3,11,7,693.82,"Belkin"
"4289",133949.5069,68,3,7,3,710.78,"Belkin"
"4291",85550.09673,55,2,3,8,693.57,"Belkin"
"4292",138142.7203,21,3,17,1,814.81,"Elago"
"4293",120762.8232,57,2,9,2,671.76,"Belkin"
"4296",32085.56084,49,2,15,7,575.65,"Elago"
"4297",53063.69404,60,2,20,3,502.77,"Belkin"
"4298",78853.91095,64,2,6,5,564.53,"Belkin"
"4300",136815.7039,49,2,2,1,687.75,"Elago"
"4301",29759.47189,47,1,8,3,599.22,"Elago"
"4302",75566.13269,27,2,3,2,584.39,"Elago"
"4307",107601.0819,52,3,7,6,690.55,"Belkin"
"4308",117307.0063,63,2,14,1,765.11,"Belkin"
"4309",61377.21933,34,2,8,7,559.97,"Elago"
"4311",110934.4081,76,2,2,1,606.48,"Belkin"
"4312",126158.1548,27,4,1,6,678.57,"Elago"
"4313",34547.4721,57,2,18,7,553.47,"Belkin"
"4315",128542.582,47,4,10,1,789.3,"Elago"
"4316",113604.4613,75,3,10,0,750.17,"Elago"
"4318",115915.8529,65,3,17,5,707.36,"Belkin"
"4319",97568.19151,25,2,3,6,574.47,"Elago"
"4320",150000,68,4,13,7,809.34,"Belkin"
"4321",28760.15673,75,1,15,8,594.15,"Belkin"
"4322",46992.96311,77,2,1,5,570.54,"Belkin"
"4323",141234.2651,73,4,11,0,698.44,"Belkin"
"4324",39779.63696,56,1,7,3,533.58,"Belkin"
"4325",61219.06165,66,3,15,4,545.27,"Belkin"
"4327",79076.97791,25,3,7,0,636.46,"Elago"
"4328",62974.81547,33,2,3,0,605.64,"Elago"
"4329",46750.4485,42,2,15,3,520.96,"Elago"
"4330",63415.07431,69,2,8,3,634.01,"Belkin"
"4331",43191.22288,70,2,5,6,646.17,"Belkin"
"4333",112169.7469,23,2,20,8,622.17,"Belkin"
"4334",95497.78888,74,2,7,1,609.1,"Elago"
"4336",81291.23243,42,3,14,8,599.63,"Belkin"
"4337",142026.6598,48,3,11,8,694.45,"Elago"
"4338",89723.45242,35,2,8,2,627.7,"Belkin"
"4339",95068.71972,63,3,8,1,624.86,"Belkin"
"4340",50606.71242,48,1,8,0,596.67,"Elago"
"4341",97039.67504,54,2,17,6,576.79,"Belkin"
"4344",44037.96677,44,1,8,5,557.4,"Elago"
"4345",73820.47912,32,2,7,6,524.76,"Belkin"
"4347",110367.2672,75,2,9,1,654.05,"Belkin"
"4350",24313.31471,58,1,18,4,435.93,"Belkin"
"4353",95238.62838,51,3,19,1,733.07,"Belkin"
"4354",96288.72078,39,2,13,1,676.28,"Elago"
"4355",63174.14942,80,2,18,1,512.96,"Elago"
"4356",71816.25777,38,3,16,1,676.97,"Belkin"
"4358",68179.89685,80,2,12,0,603.33,"Belkin"
"4359",79922.66349,71,3,2,3,686.3,"Belkin"
"4361",47154.59891,25,2,10,0,647.63,"Elago"
"4363",55850.3358,31,3,19,0,499.7,"Belkin"
"4364",96692.31144,66,2,13,6,678.3,"Belkin"
"4365",99429.7533,63,3,4,7,714.2,"Belkin"
"4366",67273.80447,72,3,17,5,639.54,"Belkin"
"4368",72179.50889,20,3,18,5,526.26,"Elago"
"4369",110560.5762,30,3,19,3,735.32,"Elago"
"4370",109402.1159,32,3,19,7,680.87,"Elago"
"4371",124414.8659,75,2,14,4,782.59,"Elago"
"4372",109766.9656,67,3,7,3,756.5,"Elago"
"4373",130607.1733,34,2,14,7,661.61,"Elago"
"4377",93657.71258,55,2,5,8,598.7,"Belkin"
"4378",30332.03054,30,1,17,0,533.03,"Elago"
"4379",83969.10061,35,3,2,6,608.35,"Belkin"
"4380",37033.47604,24,1,3,1,559.27,"Elago"
"4381",43943.42343,78,2,10,2,518.98,"Elago"
"4382",92209.76993,49,2,12,4,652.68,"Elago"
"4385",142663.5182,48,3,11,5,751.03,"Elago"
"4386",142956.7202,24,4,1,8,792.77,"Elago"
"4387",20241.23917,31,2,20,3,429.83,"Elago"
"4389",95119.88298,65,3,9,4,702.53,"Belkin"
"4391",22641.28603,34,2,20,6,500.82,"Elago"
"4393",89627.80062,66,2,15,4,579.59,"Elago"
"4394",105758.7208,75,2,13,1,585.54,"Belkin"
"4395",116059.0785,57,3,8,4,659.29,"Belkin"
"4398",76102.7818,55,2,1,0,569.12,"Belkin"
"4399",105515.3705,20,3,5,6,605.79,"Elago"
"4400",20000,26,2,18,7,560.15,"Elago"
"4401",72160.22694,80,3,18,6,678.66,"Belkin"
"4402",97001.06212,78,3,5,5,688.03,"Belkin"
"4404",72621.29829,33,3,20,2,561.81,"Belkin"
"4406",147075.7957,67,4,11,2,744.71,"Elago"
"4407",115376.3401,45,3,9,2,754.98,"Belkin"
"4408",77546.37581,62,2,3,5,538.16,"Belkin"
"4411",96430.16419,34,2,2,7,648.3,"Belkin"
"4412",43085.23229,71,2,20,2,500.53,"Belkin"
"4414",84919.20083,38,2,1,6,612.67,"Belkin"
"4415",20000,65,1,18,4,491.04,"Belkin"
"4416",20000,72,2,8,4,587.16,"Elago"
"4417",72516.9894,24,1,12,8,666.23,"Belkin"
"4418",125113.8825,79,3,17,7,644.41,"Belkin"
"4419",134138.3036,20,4,1,2,718.99,"Elago"
"4420",84307.85572,61,2,5,8,688.7,"Belkin"
"4421",132637.9651,70,3,9,0,802.44,"Elago"
"4425",140983.6454,26,3,11,8,661.29,"Elago"
"4428",115125.7655,65,3,20,1,673.24,"Belkin"
"4429",42918.7906,71,2,17,5,631.72,"Belkin"
"4431",83494.63345,45,2,2,2,648.8,"Belkin"
"4433",70048.21887,41,1,12,3,631.84,"Belkin"
"4434",137686.0961,74,3,13,4,810.17,"Belkin"
"4436",27851.7532,62,2,15,1,449.38,"Belkin"
"4437",68366.51769,43,3,8,2,642.79,"Elago"
"4438",85250.96318,42,2,17,0,639.77,"Belkin"
"4442",145620.3879,77,4,1,2,785.9,"Belkin"
"4443",87100.1426,74,2,3,5,641.91,"Belkin"
"4444",90565.88421,40,2,3,3,724.28,"Belkin"
"4446",98406.84114,43,2,7,0,729.26,"Belkin"
"4448",125903.1712,66,3,1,2,775.99,"Belkin"
"4449",51935.66638,26,1,7,0,508.93,"Elago"
"4450",31315.20237,47,2,7,1,553.1,"Elago"
"4451",64399.04497,46,2,15,2,542.47,"Elago"
"4453",110795.7401,54,2,13,0,650.61,"Belkin"
"4455",135040.4454,73,3,3,8,755.33,"Belkin"
"4456",27229.38855,27,2,20,8,480.71,"Elago"
"4457",71637.65957,48,2,20,1,522.31,"Elago"
"4458",87488.02372,29,2,12,8,593.66,"Elago"
"4459",48170.75476,64,2,3,8,478.68,"Elago"
"4460",48577.92992,52,1,15,5,598.29,"Elago"
"4461",69117.38272,37,2,20,8,541.04,"Belkin"
"4462",56219.22578,80,1,3,6,642.67,"Belkin"
"4466",39486.21787,20,1,19,6,471.91,"Elago"
"4467",135735.9405,57,3,14,7,736.23,"Belkin"
"4469",25925.48954,70,1,20,4,474.46,"Belkin"
"4470",37202.94614,29,2,8,6,525.62,"Elago"
"4472",90278.56501,48,2,7,1,578.27,"Belkin"
"4474",98601.10947,36,2,14,8,703.71,"Elago"
"4475",112478.7657,80,3,7,5,603.32,"Belkin"
"4476",100348.1658,69,3,17,5,728.09,"Elago"
"4477",116061.8018,41,3,19,0,633.78,"Belkin"
"4478",131931.918,58,3,6,5,677.83,"Belkin"
"4479",41018.31724,69,1,10,0,632.15,"Belkin"
"4480",140227.0386,52,2,11,7,824.98,"Elago"
"4481",48984.33334,29,3,20,7,491.67,"Elago"
"4482",115999.7593,55,2,7,6,712.13,"Belkin"
"4483",57420.36773,25,3,6,4,542.89,"Elago"
"4484",129699.2514,34,3,19,6,792.31,"Elago"
"4486",57106.62954,60,1,8,3,635.49,"Elago"
"4488",84762.84096,48,2,8,5,683.21,"Belkin"
"4489",77285.65815,75,2,16,3,660.75,"Belkin"
"4490",97431.04805,33,2,6,1,715.85,"Belkin"
"4491",114576.8803,37,3,13,3,715.57,"Elago"
"4492",107906.2708,66,3,17,2,596.42,"Elago"
"4494",78888.27137,68,2,4,5,564.88,"Belkin"
"4495",98443.79052,69,3,16,2,596.91,"Elago"
"4496",69554.91096,55,2,16,1,691.34,"Elago"
"4498",111372.4723,44,3,9,0,622.23,"Belkin"
"4500",26178.61916,69,1,18,0,585,"Belkin"
"4501",124360.8137,22,3,16,0,729.83,"Belkin"
"4502",138114.4359,25,3,14,8,722.67,"Elago"
"4503",22749.00042,58,1,18,5,532.98,"Belkin"
"4504",111750.1619,38,2,7,4,682.92,"Elago"
"4505",148070.1154,20,3,4,5,826.25,"Elago"
"4506",63401.12706,80,2,16,2,589.18,"Elago"
"4508",111785.2764,78,3,10,5,638.14,"Belkin"
"4509",71570.22503,28,3,15,7,652.61,"Belkin"
"4510",108615.3572,40,3,9,4,748.11,"Elago"
"4514",133686.0803,63,3,2,5,800.21,"Belkin"
"4515",147876.6328,37,3,11,4,808.11,"Belkin"
"4517",64648.22817,34,2,7,4,588.15,"Elago"
"4518",101175.0249,67,3,12,5,634.55,"Belkin"
"4520",144367.0542,59,3,11,8,747.77,"Elago"
"4522",131700.8026,30,3,20,2,704.03,"Elago"
"4523",32252.30356,28,2,20,3,486.64,"Elago"
"4524",21868.45261,76,1,20,4,502.28,"Belkin"
"4528",114595.7254,55,3,3,2,690.19,"Belkin"
"4532",20000,29,1,15,6,570.23,"Elago"
"4534",40701.11179,60,2,12,2,604.9,"Belkin"
"4535",125258.6607,65,2,13,3,740.11,"Belkin"
"4537",43910.20841,54,1,7,0,491.84,"Elago"
"4539",95674.62944,59,2,5,7,576.13,"Belkin"
"4540",139175.3315,71,2,3,2,708.25,"Elago"
"4541",48224.15919,75,2,8,3,591.41,"Belkin"
"4542",20000,21,2,18,2,431.54,"Belkin"
"4545",74222.60787,52,2,3,1,651.18,"Elago"
"4550",128461.107,54,3,14,8,685.29,"Elago"
"4551",145227.4387,51,3,11,3,816.96,"Elago"
"4554",74602.14495,51,2,7,8,620.56,"Belkin"
"4555",55516.6214,32,1,8,8,617.1,"Belkin"
"4556",111827.4723,22,3,7,7,688.85,"Elago"
"4557",123029.3894,25,4,1,4,751.43,"Belkin"
"4558",103910.3924,70,3,20,7,664.2,"Elago"
"4559",29206.28278,75,2,15,1,513.54,"Belkin"
"4561",44809.7527,58,2,8,4,509.74,"Elago"
"4563",102692.935,33,2,1,4,582.45,"Elago"
"4565",48987.58339,70,3,8,7,611.41,"Elago"
"4566",110809.1493,34,3,12,1,630.35,"Elago"
"4567",122788.3997,42,3,14,5,711.82,"Belkin"
"4568",27988.20675,25,2,15,6,462.09,"Elago"
"4569",69829.38169,75,2,15,4,615.08,"Belkin"
"4570",135028.0686,70,2,8,2,782.01,"Belkin"
"4571",88465.65425,31,2,4,8,590.49,"Belkin"
"4572",31127.46527,56,2,1,0,531.67,"Belkin"
"4573",114940.7887,36,2,14,1,611.15,"Elago"
"4576",93856.80517,46,2,3,5,681.17,"Belkin"
"4577",34669.48522,58,2,8,5,498.9,"Belkin"
"4578",114751.2165,38,3,14,1,760.26,"Elago"
"4579",80762.43605,42,2,16,2,671.24,"Belkin"
"4580",76236.26596,45,2,9,3,697.88,"Elago"
"4582",24587.54916,73,1,18,1,592.16,"Elago"
"4586",83702.02774,57,2,15,5,583.34,"Belkin"
"4587",142690.7381,36,3,11,3,657.7,"Elago"
"4589",67017.27216,28,2,12,1,688.64,"Elago"
"4590",42722.88268,29,1,20,3,507.03,"Elago"
"4592",130846.5035,38,3,7,2,741.25,"Elago"
"4593",115949.6567,25,3,6,3,645.74,"Elago"
"4594",26988.55342,72,1,15,6,590.42,"Elago"
"4595",72475.81267,20,3,17,4,539.38,"Elago"
"4596",105382.5579,24,3,4,3,756.49,"Elago"
"4598",118075.7673,45,2,3,7,614.97,"Belkin"
"4599",83897.52806,22,2,6,4,647.97,"Belkin"
"4601",54464.0334,53,3,8,5,668.7,"Elago"
"4602",72549.60834,75,1,16,6,683.9,"Belkin"
"4603",138276.8177,23,4,1,0,733.7,"Elago"
"4604",130578.726,59,4,1,6,631.83,"Elago"
"4605",50736.40867,29,2,20,2,637.68,"Elago"
"4606",101789.0973,33,3,17,7,740.59,"Elago"
"4609",136459.3392,24,4,8,5,671.99,"Elago"
"4611",32143.25276,46,2,15,5,588.24,"Elago"
"4612",87108.04411,28,2,1,4,619.5,"Belkin"
"4613",120551.6275,48,4,7,5,713.24,"Belkin"
"4614",26956.12327,27,1,15,1,535.82,"Belkin"
"4615",78293.29419,47,2,7,0,631.06,"Belkin"
"4616",109823.3488,22,2,9,1,717.44,"Elago"
"4618",118150.0259,68,4,4,2,688.95,"Elago"
"4619",115964.662,29,2,14,0,721.23,"Elago"
"4621",144568.1579,70,3,7,0,781.22,"Elago"
"4625",125715.0695,60,3,2,1,676.76,"Belkin"
"4629",83085.42169,27,3,14,2,667.85,"Elago"
"4630",72730.36902,32,2,15,2,638.67,"Belkin"
"4631",63893.32296,75,2,18,8,519.97,"Belkin"
"4633",94124.74323,27,3,15,3,595.55,"Belkin"
"4635",37772.96568,73,2,20,4,497.8,"Belkin"
